unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
"11993992,JD167351,2020-02-27 21:51:00.000000 UTC,007XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1524,15,37,25,08B,1138890.0,1904417.0,2020,2020-03-06 15:43:48.000000 UTC,41.893839854,-87.765356348,""(41.893839854, -87.765356348)"""
"3673649,HK774963,2004-11-27 00:40:00.000000 UTC,024XX N LAWNDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2524,25,35,22,05,1151303.0,1916042.0,2004,2018-02-28 15:56:25.000000 UTC,41.925505413,-87.719461532,""(41.925505413, -87.719461532)"""
"6476041,HP478713,2008-07-27 23:15:00.000000 UTC,087XX S PAULINA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2221,22,21,71,18,1166531.0,1846829.0,2008,2018-02-28 15:56:25.000000 UTC,41.735265067,-87.665483666,""(41.735265067, -87.665483666)"""
"6990242,HR395518,2009-06-25 23:20:00.000000 UTC,055XX N CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2011,20,40,4,08B,1158668.0,1936695.0,2009,2018-02-28 15:56:25.000000 UTC,41.982030575,-87.691830814,""(41.982030575, -87.691830814)"""
"10873305,JA181203,2017-03-09 16:00:00.000000 UTC,022XX W JACKSON BLVD,0460,BATTERY,SIMPLE,""SCHOOL, PUBLIC, GROUNDS"",false,false,1225,12,2,28,08B,1161324.0,1898653.0,2017,2018-02-10 15:50:01.000000 UTC,41.877585867,-87.683123746,""(41.877585867, -87.683123746)"""
"3615467,HK709959,2004-10-25 07:30:00.000000 UTC,004XX W ROSCOE ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,2331,19,44,6,05,1172568.0,1922712.0,2004,2018-02-28 15:56:25.000000 UTC,41.943363819,-87.641126075,""(41.943363819, -87.641126075)"""
"24363,JB566817,2018-12-25 13:19:00.000000 UTC,024XX S WHIPPLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1033,10,12,30,01A,1156417.0,1887557.0,2018,2022-09-19 15:41:05.000000 UTC,41.847237853,-87.701440873,""(41.847237853, -87.701440873)"""
"6797633,HR201926,2009-03-06 16:55:00.000000 UTC,055XX W BERENICE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1633,16,38,15,18,1138737.0,1925045.0,2009,2018-02-28 15:56:25.000000 UTC,41.950448148,-87.765416538,""(41.950448148, -87.765416538)"""
"12546568,JE451907,2021-11-20 19:45:00.000000 UTC,071XX W FOSTER AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1613,16,41,10,06,1127651.0,1934104.0,2021,2021-11-27 15:40:43.000000 UTC,41.975501383,-87.805963607,""(41.975501383, -87.805963607)"""
"11106572,JA455733,2017-10-02 07:15:00.000000 UTC,033XX W 65TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,831,8,15,66,05,1155163.0,1861320.0,2017,2018-02-10 15:50:01.000000 UTC,41.775265231,-87.706745138,""(41.775265231, -87.706745138)"""
"6155555,HP245638,2008-03-26 19:15:00.000000 UTC,021XX W MONROE ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1211,12,2,28,08B,1162259.0,1899527.0,2008,2018-02-28 15:56:25.000000 UTC,41.879964711,-87.679666232,""(41.879964711, -87.679666232)"""
"9418592,HW562053,2013-12-06 23:00:00.000000 UTC,052XX S ALBANY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,923,9,14,63,14,1156599.0,1869717.0,2013,2018-02-10 15:50:01.000000 UTC,41.79827897,-87.701254593,""(41.79827897, -87.701254593)"""
"3589924,HK682475,2004-10-07 22:00:00.000000 UTC,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1831,18,42,8,06,1175993.0,1903310.0,2004,2018-02-28 15:56:25.000000 UTC,41.890047361,-87.629123147,""(41.890047361, -87.629123147)"""
"5123075,HM722806,2006-11-14 16:10:00.000000 UTC,0000X W NORTH BLVD,0890,THEFT,FROM BUILDING,""SCHOOL, PRIVATE, GROUNDS"",false,false,1824,18,42,8,06,1175455.0,1911011.0,2006,2018-02-28 15:56:25.000000 UTC,41.911191384,-87.630867327,""(41.911191384, -87.630867327)"""
"12323305,JE164093,2021-03-09 17:05:00.000000 UTC,010XX S ALBANY AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,1134,11,24,29,03,1155848.0,1895510.0,2021,2021-03-26 15:39:40.000000 UTC,41.86907323,-87.703314941,""(41.86907323, -87.703314941)"""
"12340648,JE199045,2021-04-14 09:00:00.000000 UTC,016XX W 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,false,true,611,6,17,71,08B,1166875.0,1854318.0,2021,2021-04-21 15:40:49.000000 UTC,41.755808621,-87.66400997,""(41.755808621, -87.66400997)"""
"11938603,JD100731,2020-01-01 14:15:00.000000 UTC,082XX S WOODLAWN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,true,411,4,8,45,06,1185650.0,1850408.0,2020,2020-01-08 15:46:16.000000 UTC,41.744657755,-87.595327466,""(41.744657755, -87.595327466)"""
"8405904,HT639035,2011-12-19 15:15:00.000000 UTC,089XX S ANTHONY AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,423,4,7,48,06,1194604.0,1846146.0,2011,2016-02-04 06:33:39.000000 UTC,41.73274705,-87.562659266,""(41.73274705, -87.562659266)"""
"8414455,HT648245,2011-11-26 14:00:00.000000 UTC,045XX W GRAND AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,2533,25,31,23,05,1146049.0,1910761.0,2011,2018-02-10 15:50:01.000000 UTC,41.911115415,-87.738901957,""(41.911115415, -87.738901957)"""
"13682440,JH530093,2024-12-03 14:00:00.000000 UTC,023XX W Logan Blvd,0710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1432,14,32,22,06,1160418.0,1917765.0,2024,2024-12-21 15:40:46.000000 UTC,41.930049492,-87.685920733,""(41.930049492, -87.685920733)"""
"11411060,JB389704,2018-08-12 01:20:00.000000 UTC,023XX W MADISON ST,0460,BATTERY,SIMPLE,RESTAURANT,false,false,1223,12,2,28,08B,1160815.0,1899961.0,2018,2018-08-19 16:03:34.000000 UTC,41.881185703,-87.684956378,""(41.881185703, -87.684956378)"""
"11631842,JC196189,2019-03-23 01:20:00.000000 UTC,089XX S BLACKSTONE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,413,4,8,48,14,1187680.0,1845914.0,2019,2019-03-30 16:05:30.000000 UTC,41.732277748,-87.588031985,""(41.732277748, -87.588031985)"""
"3205251,HK212370,2004-02-29 20:50:00.000000 UTC,043XX S LAMON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,814,8,23,56,08B,1144725.0,1875360.0,2004,2018-02-28 15:56:25.000000 UTC,41.813995585,-87.744657678,""(41.813995585, -87.744657678)"""
"1932922,HH108942,2002-01-05 20:28:01.000000 UTC,051XX W FULTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,1532,15,,,18,1141861.0,1901453.0,2002,2018-02-28 15:56:25.000000 UTC,41.885651793,-87.754518131,""(41.885651793, -87.754518131)"""
"6174049,HP263958,2008-04-05 23:35:00.000000 UTC,070XX S CAMPBELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,832,8,15,66,26,1160925.0,1857900.0,2008,2018-02-10 15:50:01.000000 UTC,41.765763116,-87.685716617,""(41.765763116, -87.685716617)"""
"3117271,HK105016,2003-11-27 01:00:00.000000 UTC,026XX S KARLOV AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1031,10,22,30,06,1149475.0,1886089.0,2003,2018-02-10 15:50:01.000000 UTC,41.843346814,-87.726956243,""(41.843346814, -87.726956243)"""
"6663048,HP736397,2008-12-16 00:00:00.000000 UTC,079XX S PEORIA ST,0820,THEFT,$500 AND UNDER,STREET,false,false,621,6,17,71,06,1171684.0,1852226.0,2008,2018-02-28 15:56:25.000000 UTC,41.749963882,-87.646447327,""(41.749963882, -87.646447327)"""
"11879422,JC495412,2019-11-02 01:25:00.000000 UTC,030XX E 87TH ST,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,true,false,424,4,10,46,18,1197788.0,1847865.0,2019,2019-11-09 16:15:15.000000 UTC,41.737385296,-87.550937835,""(41.737385296, -87.550937835)"""
"8617920,HV291456,2012-05-17 10:30:00.000000 UTC,085XX S GREEN ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,613,6,21,71,05,1172134.0,1848203.0,2012,2016-02-04 06:33:39.000000 UTC,41.738914367,-87.644916273,""(41.738914367, -87.644916273)"""
"3588582,HK667519,2004-10-04 12:05:00.000000 UTC,007XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,""SCHOOL, PUBLIC, BUILDING"",true,false,1111,11,28,23,14,1149590.0,1904648.0,2004,2018-02-28 15:56:25.000000 UTC,41.894272651,-87.726052394,""(41.894272651, -87.726052394)"""
"3361631,HK391550,2004-05-27 13:50:00.000000 UTC,051XX W FERDINAND ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,true,false,1532,15,28,25,18,1141809.0,1902787.0,2004,2018-02-28 15:56:25.000000 UTC,41.889313414,-87.754676054,""(41.889313414, -87.754676054)"""
"10837810,JA140101,2017-02-03 02:00:00.000000 UTC,052XX N NAGLE AVE,0860,THEFT,RETAIL THEFT,OTHER,false,false,1622,16,45,11,06,1132570.0,1934281.0,2017,2017-02-14 15:49:42.000000 UTC,41.975902566,-87.787870189,""(41.975902566, -87.787870189)"""
"4238606,HL561531,2005-08-20 21:04:13.000000 UTC,003XX E 119TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,true,532,5,9,53,14,1180487.0,1825791.0,2005,2021-09-07 15:41:02.000000 UTC,41.677225447,-87.614997682,""(41.677225447, -87.614997682)"""
"13444919,JH244307,2024-04-29 18:00:00.000000 UTC,050XX N SHERIDAN RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2024,20,48,3,07,1168713.0,1934093.0,2024,2024-12-21 15:40:46.000000 UTC,41.974678235,-87.654963918,""(41.974678235, -87.654963918)"""
"4654651,HM254481,2006-03-26 20:36:55.000000 UTC,052XX W AUGUSTA BLVD,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,true,false,1524,15,37,25,08A,1141362.0,1906162.0,2006,2018-02-28 15:56:25.000000 UTC,41.898583078,-87.756234277,""(41.898583078, -87.756234277)"""
"5817346,HN626583,2007-10-03 15:33:00.000000 UTC,021XX W WASHINGTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1332,12,2,28,18,1162230.0,1900668.0,2007,2018-02-10 15:50:01.000000 UTC,41.883096319,-87.679740809,""(41.883096319, -87.679740809)"""
"4834764,HM339237,2006-05-09 08:30:00.000000 UTC,047XX W MONROE ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1113,11,28,25,16,1144906.0,1899148.0,2006,2018-02-28 15:56:25.000000 UTC,41.879269694,-87.743394338,""(41.879269694, -87.743394338)"""
"12780392,JF340619,2022-08-01 20:05:00.000000 UTC,016XX W 13TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,true,false,1233,12,28,28,03,1165571.0,1894122.0,2022,2023-01-03 15:40:27.000000 UTC,41.865063072,-87.667658931,""(41.865063072, -87.667658931)"""
"6954589,HR355028,2009-06-02 22:18:13.000000 UTC,067XX S GREEN ST,1661,GAMBLING,GAME/DICE,ALLEY,true,false,723,7,17,68,19,1171798.0,1860196.0,2009,2018-02-28 15:56:25.000000 UTC,41.77183206,-87.645796156,""(41.77183206, -87.645796156)"""
"13026311,JG204481,2023-03-30 10:05:00.000000 UTC,027XX W NORTH AVE,0460,BATTERY,SIMPLE,MEDICAL / DENTAL OFFICE,false,false,1421,14,1,24,08B,1157657.0,1910520.0,2023,2023-08-19 15:40:26.000000 UTC,41.910225417,-87.696264504,""(41.910225417, -87.696264504)"""
"9399714,HW542496,2013-11-21 13:50:00.000000 UTC,006XX N HOMAN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1121,11,27,23,18,1153601.0,1903965.0,2013,2018-02-10 15:50:01.000000 UTC,41.892319584,-87.711339316,""(41.892319584, -87.711339316)"""
"10317412,HY506426,2015-11-18 16:54:00.000000 UTC,086XX S COMMERCIAL AVE,5110,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,STREET,true,false,423,4,10,46,26,1197646.0,1848190.0,2015,2018-02-10 15:50:01.000000 UTC,41.738280662,-87.551447254,""(41.738280662, -87.551447254)"""
"1984385,HH182348,2002-02-12 11:00:00.000000 UTC,016XX W SHERWIN AV,0460,BATTERY,SIMPLE,APARTMENT,false,false,2423,24,,,08B,1164156.0,1948718.0,2002,2018-02-10 15:50:01.000000 UTC,42.014907434,-87.671305577,""(42.014907434, -87.671305577)"""
"12479260,JE369667,2021-09-11 12:50:00.000000 UTC,034XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,false,true,1123,11,28,27,08B,1153515.0,1899806.0,2021,2021-09-18 15:40:08.000000 UTC,41.880908579,-87.711765797,""(41.880908579, -87.711765797)"""
"1419915,G120229,2001-03-01 19:00:55.000000 UTC,006XX W 66 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,true,false,723,7,,,18,1172817.0,1861075.0,2001,2015-08-17 15:03:40.000000 UTC,41.774221724,-87.642034939,""(41.774221724, -87.642034939)"""
"6231746,HP319874,2008-05-05 17:00:00.000000 UTC,095XX S PRINCETON AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,511,5,21,49,08B,1175959.0,1841693.0,2008,2018-02-10 15:50:01.000000 UTC,41.720965255,-87.631096862,""(41.720965255, -87.631096862)"""
"5482986,HM777541,2006-12-16 09:21:00.000000 UTC,043XX S STATE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,GAS STATION,true,false,221,2,3,38,18,1176995.0,1876341.0,2006,2018-02-28 15:56:25.000000 UTC,41.816019934,-87.626258945,""(41.816019934, -87.626258945)"""
"11315511,JB264090,2018-05-14 19:00:00.000000 UTC,047XX W RICE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1111,11,37,25,14,1144448.0,1905230.0,2018,2018-05-21 16:00:15.000000 UTC,41.895968042,-87.744922924,""(41.895968042, -87.744922924)"""
"6385273,HP463536,2008-07-20 06:00:00.000000 UTC,030XX W NORTH AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1421,14,26,23,04B,1155958.0,1910488.0,2008,2018-02-28 15:56:25.000000 UTC,41.910172065,-87.702506848,""(41.910172065, -87.702506848)"""
"2029827,HH239829,2002-02-16 10:00:00.000000 UTC,073XX S DANTE AV,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,324,3,,,05,1187144.0,1856537.0,2002,2018-02-28 15:56:25.000000 UTC,41.761441022,-87.589659211,""(41.761441022, -87.589659211)"""
"13383872,JH169589,2024-02-28 19:00:00.000000 UTC,009XX W EASTWOOD AVE,0498,BATTERY,""AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY"",APARTMENT,true,true,1914,19,46,3,04B,1169124.0,1931077.0,2024,2024-12-21 15:40:46.000000 UTC,41.966393303,-87.653540556,""(41.966393303, -87.653540556)"""
"3959310,HL326007,2005-04-29 20:00:00.000000 UTC,043XX S PRINCETON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,935,9,3,37,03,1175007.0,1876235.0,2005,2018-02-10 15:50:01.000000 UTC,41.815773718,-87.633554452,""(41.815773718, -87.633554452)"""
"9025398,HW172549,2013-02-27 15:30:00.000000 UTC,035XX S WOLCOTT AVE,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,false,true,912,9,11,59,26,1164266.0,1881130.0,2013,2023-08-07 15:41:29.000000 UTC,41.829439409,-87.672816431,""(41.829439409, -87.672816431)"""
"8577828,HV252248,2012-04-21 15:00:00.000000 UTC,087XX S PEORIA ST,0560,ASSAULT,SIMPLE,STREET,false,false,2222,22,21,71,08A,1171827.0,1846998.0,2012,2016-02-04 06:33:39.000000 UTC,41.735614416,-87.646076315,""(41.735614416, -87.646076315)"""
"11664850,JC235978,2019-04-23 23:30:00.000000 UTC,016XX N NATOMA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,2513,25,29,25,06,1131834.0,1910148.0,2019,2019-04-30 16:05:35.000000 UTC,41.909691727,-87.791138142,""(41.909691727, -87.791138142)"""
"12719809,JF267483,2022-06-04 12:00:00.000000 UTC,041XX W BELLE PLAINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1722,17,39,16,14,1148287.0,1926932.0,2022,2023-01-03 15:40:27.000000 UTC,41.955447209,-87.730262355,""(41.955447209, -87.730262355)"""
"13404211,JH195044,2024-03-20 07:00:00.000000 UTC,089XX S MUSKEGON AVE,0890,THEFT,FROM BUILDING,PARK PROPERTY,true,false,423,4,7,46,06,1196565.0,1846235.0,2024,2024-12-21 15:40:46.000000 UTC,41.732942865,-87.555472437,""(41.732942865, -87.555472437)"""
"2844902,HJ498985,2003-07-16 20:15:00.000000 UTC,127XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,523,5,34,53,18,1173313.0,1820528.0,2003,2018-02-10 15:50:01.000000 UTC,41.662944028,-87.641411276,""(41.662944028, -87.641411276)"""
"4931286,HM545900,2006-08-17 15:41:06.000000 UTC,013XX W 49TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,933,9,16,61,14,1168332.0,1871932.0,2006,2018-02-28 15:56:25.000000 UTC,41.804112374,-87.658163564,""(41.804112374, -87.658163564)"""
"9788190,HX437777,2014-09-20 17:00:00.000000 UTC,084XX S MARYLAND AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,632,6,8,44,26,1183366.0,1849116.0,2014,2018-02-10 15:50:01.000000 UTC,41.741165815,-87.603736387,""(41.741165815, -87.603736387)"""
"9943573,HY131872,2015-01-27 21:00:00.000000 UTC,067XX N ASHLAND AVE,0810,THEFT,OVER $500,OTHER,false,false,2432,24,40,1,06,1164392.0,1944718.0,2015,2018-02-10 15:50:01.000000 UTC,42.003926343,-87.670551139,""(42.003926343, -87.670551139)"""
"11066807,JA405543,2017-08-25 09:10:00.000000 UTC,039XX W GLADYS AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,true,false,1132,11,24,26,18,1150166.0,1898065.0,2017,2018-02-10 15:50:01.000000 UTC,41.876196982,-87.724108549,""(41.876196982, -87.724108549)"""
"10437549,HZ175533,2016-03-05 12:16:00.000000 UTC,049XX W HUBBARD ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,1532,15,28,25,18,1143379.0,1902559.0,2016,2018-02-10 15:50:01.000000 UTC,41.888658557,-87.748916002,""(41.888658557, -87.748916002)"""
"1964485,HH149824,2002-01-26 12:58:00.000000 UTC,012XX W 52 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,933,9,,,18,1169032.0,1870301.0,2002,2018-02-28 15:56:25.000000 UTC,41.799621611,-87.655643463,""(41.799621611, -87.655643463)"""
"8022362,HT253800,2011-04-16 10:00:00.000000 UTC,087XX S MARSHFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2221,22,21,71,05,1166867.0,1846709.0,2011,2018-02-10 15:50:01.000000 UTC,41.734928608,-87.664256112,""(41.734928608, -87.664256112)"""
"4611695,HM206317,2006-02-28 17:00:00.000000 UTC,080XX S COLFAX AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,422,4,7,46,06,1194912.0,1852072.0,2006,2018-02-28 15:56:25.000000 UTC,41.749000912,-87.561336192,""(41.749000912, -87.561336192)"""
"11288746,JB228606,2018-04-17 14:00:00.000000 UTC,056XX S RICHMOND ST,0820,THEFT,$500 AND UNDER,STREET,false,false,824,8,14,63,06,1157673.0,1867126.0,2018,2018-05-04 15:51:04.000000 UTC,41.791147172,-87.697386292,""(41.791147172, -87.697386292)"""
"1699114,G490499,2001-06-20 17:00:00.000000 UTC,0000X E DELAWARE PL,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,false,false,1833,18,,,06,1176440.0,1906672.0,2001,2015-08-17 15:03:40.000000 UTC,41.899262779,-87.627379992,""(41.899262779, -87.627379992)"""
"2734726,HJ367489,2003-05-16 07:35:00.000000 UTC,111XX S PRINCETON AVE,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET,false,false,522,5,34,49,20,1176258.0,1831240.0,2003,2018-02-28 15:56:25.000000 UTC,41.692274042,-87.630314263,""(41.692274042, -87.630314263)"""
"1978085,HH158643,2002-01-30 22:48:49.000000 UTC,013XX E MARQUETTE RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,321,3,,,18,1186072.0,1861496.0,2002,2018-02-28 15:56:25.000000 UTC,41.77507433,-87.593431781,""(41.77507433, -87.593431781)"""
"3428269,HK493380,2004-07-13 10:30:00.000000 UTC,026XX W GREENLEAF AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2411,24,50,2,05,1157490.0,1946676.0,2004,2018-02-28 15:56:25.000000 UTC,42.009442969,-87.695889937,""(42.009442969, -87.695889937)"""
"11205381,JB117886,2018-01-16 12:20:00.000000 UTC,022XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,914,9,25,34,07,1175330.0,1889193.0,2018,2018-05-04 15:51:04.000000 UTC,41.851324312,-87.631981549,""(41.851324312, -87.631981549)"""
"5233979,HN114759,2007-01-09 13:00:00.000000 UTC,036XX S ARCHER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),true,false,913,9,11,59,03,1161932.0,1880620.0,2007,2018-02-28 15:56:25.000000 UTC,41.828088837,-87.681394034,""(41.828088837, -87.681394034)"""
"11290959,JB231676,2018-04-19 18:00:00.000000 UTC,048XX S LAKE PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,false,false,222,2,4,39,07,1186842.0,1873319.0,2018,2018-05-04 15:51:04.000000 UTC,41.807499342,-87.590234482,""(41.807499342, -87.590234482)"""
"13539030,JH358559,2024-07-23 13:08:00.000000 UTC,045XX W FIFTH AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1131,11,24,26,16,1146482.0,1895629.0,2024,2024-12-21 15:40:46.000000 UTC,41.869583263,-87.737697134,""(41.869583263, -87.737697134)"""
"1937079,HH122710,2002-01-12 19:32:13.000000 UTC,022XX W FULLERTON AV,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1432,14,,,03,1160757.0,1915905.0,2002,2018-02-10 15:50:01.000000 UTC,41.924938497,-87.684726697,""(41.924938497, -87.684726697)"""
"2977000,HJ673725,2003-10-05 16:45:00.000000 UTC,111XX S MARSHFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2234,22,34,75,15,1167863.0,1830893.0,2003,2018-02-10 15:50:01.000000 UTC,41.691505725,-87.66105959,""(41.691505725, -87.66105959)"""
"4460891,HL750879,2005-11-22 22:27:00.000000 UTC,041XX W CRYSTAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2534,25,37,23,08B,1148572.0,1908014.0,2005,2018-02-28 15:56:25.000000 UTC,41.903529017,-87.729704247,""(41.903529017, -87.729704247)"""
"5824921,HN634069,2007-10-07 10:57:49.000000 UTC,078XX S ESSEX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,421,4,7,43,14,1194220.0,1853447.0,2007,2018-02-10 15:50:01.000000 UTC,41.752791032,-87.563826829,""(41.752791032, -87.563826829)"""
"13222582,JG438679,2023-05-29 00:00:00.000000 UTC,017XX N TRIPP AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,false,false,2534,25,26,20,17,1147783.0,1911237.0,2023,2023-09-27 15:42:22.000000 UTC,41.912388453,-87.732519523,""(41.912388453, -87.732519523)"""
"7921134,HT152257,2011-02-08 10:25:00.000000 UTC,062XX S STONY ISLAND AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,""SCHOOL, PUBLIC, BUILDING"",true,false,314,3,5,42,08A,1187940.0,1864073.0,2011,2016-02-04 06:33:39.000000 UTC,41.78210152,-87.586502002,""(41.78210152, -87.586502002)"""
"9433708,HW577529,2013-12-19 18:30:00.000000 UTC,102XX S HOXIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,431,4,10,51,26,1195161.0,1837585.0,2013,2018-02-10 15:50:01.000000 UTC,41.709241173,-87.560900161,""(41.709241173, -87.560900161)"""
"9261700,HW406928,2013-08-14 02:44:00.000000 UTC,069XX W HIGGINS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1613,16,41,10,14,1128797.0,1935741.0,2013,2018-02-10 15:50:01.000000 UTC,41.979974039,-87.801711907,""(41.979974039, -87.801711907)"""
"4741964,HM342700,2006-05-10 19:28:15.000000 UTC,030XX N HAUSSEN CT,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2523,25,30,21,14,1150256.0,1920119.0,2006,2018-02-28 15:56:25.000000 UTC,41.936713553,-87.723202138,""(41.936713553, -87.723202138)"""
"7969162,HT201865,2011-03-13 22:15:00.000000 UTC,049XX W GRAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2533,25,31,19,18,1143216.0,1912234.0,2011,2018-02-10 15:50:01.000000 UTC,41.91521089,-87.749272705,""(41.91521089, -87.749272705)"""
